ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
460044,Female,Yes,47,Yes,Artist,0.0,Low,2.0,Cat_1,B
459525,Female,Yes,62,Yes,Artist,,High,3.0,Cat_6,C
464293,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,C
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
461347,Female,Yes,37,Yes,Artist,5.0,Average,3.0,Cat_6,B
463214,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,A
460408,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,A
465772,Female,Yes,53,Yes,Engineer,0.0,Low,4.0,Cat_1,B
465100,Male,Yes,56,Yes,Artist,1.0,High,2.0,Cat_6,C
464681,Female,Yes,25,No,Engineer,4.0,Average,5.0,Cat_4,D
463506,Female,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C
462027,Male,No,39,No,Engineer,1.0,Low,1.0,Cat_6,A
461970,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,B
465774,Female,No,26,Yes,Doctor,9.0,Low,4.0,Cat_6,D
467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,A
463040,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,B
464274,Female,Yes,56,Yes,Artist,1.0,Average,5.0,Cat_6,C
464540,Female,Yes,42,Yes,Engineer,1.0,Average,4.0,Cat_4,A
465701,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_4,B
466523,Male,Yes,39,Yes,Executive,1.0,High,3.0,Cat_3,B
461884,Female,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,B
460605,Male,Yes,33,Yes,Doctor,9.0,Average,2.0,Cat_4,D
465744,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2,C
463816,Male,Yes,53,Yes,Healthcare,3.0,High,4.0,Cat_7,B
460137,Male,No,26,Yes,Entertainment,5.0,Low,4.0,Cat_6,D
465344,Female,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,C
466982,Male,Yes,56,Yes,Artist,,Average,2.0,Cat_6,B
461230,Female,No,19,No,Executive,0.0,Low,,Cat_3,D
464475,Male,No,25,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
466140,Male,Yes,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
467644,Male,No,30,No,Doctor,,Low,5.0,Cat_6,D
465824,Male,Yes,68,No,Lawyer,2.0,Low,3.0,Cat_4,A
460259,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
461892,Female,No,35,Yes,Healthcare,0.0,Low,1.0,Cat_2,D
463228,Female,Yes,56,Yes,Artist,0.0,Average,5.0,Cat_6,B
459524,Female,No,35,Yes,Artist,1.0,Low,1.0,Cat_6,C
461401,Male,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_6,A
467670,Male,No,25,No,Engineer,,Low,3.0,Cat_6,A
462252,Male,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
465488,Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,D
464219,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,A
465463,Female,No,28,No,Doctor,,Low,5.0,Cat_2,A
467460,Female,Yes,36,Yes,Homemaker,8.0,Average,2.0,Cat_7,B
461633,Male,No,30,Yes,Healthcare,8.0,Low,4.0,Cat_7,D
459704,Male,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
463528,Male,Yes,67,No,Executive,,High,2.0,Cat_6,A
462885,Male,Yes,28,No,Executive,1.0,High,3.0,Cat_6,D
466847,Female,No,33,No,Doctor,,Low,2.0,Cat_6,A
467965,Female,No,37,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
466135,Male,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_3,B
459777,Male,Yes,35,No,Artist,9.0,Low,3.0,Cat_7,A
463050,Male,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6,B
461526,Male,Yes,78,No,Entertainment,0.0,Low,2.0,Cat_6,D
466811,Male,No,22,No,Healthcare,0.0,Low,,Cat_4,D
464746,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,D
467333,Female,Yes,58,Yes,Artist,,Average,6.0,Cat_2,C
466455,Female,Yes,30,Yes,Doctor,4.0,Low,2.0,Cat_6,D
462257,Female,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,A
461014,Male,No,21,No,Healthcare,9.0,Low,4.0,Cat_3,D
460676,Female,Yes,51,Yes,Marketing,9.0,Average,1.0,Cat_3,A
461889,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
460456,Male,Yes,33,No,Executive,0.0,High,5.0,Cat_3,D
462473,Male,No,69,No,Engineer,1.0,Low,,Cat_4,A
460586,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
462642,Male,Yes,39,No,Executive,,Average,7.0,Cat_4,D
462682,Male,No,25,No,Entertainment,2.0,Low,7.0,Cat_6,D
467127,Male,Yes,70,No,Lawyer,,Low,1.0,Cat_6,D
461525,Male,Yes,68,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
462362,Male,Yes,63,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
465450,Female,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
463530,Female,No,32,No,Entertainment,12.0,Low,5.0,Cat_6,D
467483,Male,Yes,55,Yes,Executive,0.0,High,9.0,Cat_6,A
466621,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
465931,Male,Yes,38,Yes,Artist,6.0,Low,1.0,Cat_7,D
460220,Female,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_2,D
460608,Male,No,19,No,Healthcare,6.0,Low,8.0,Cat_7,D
461092,Female,Yes,29,Yes,Homemaker,0.0,High,2.0,Cat_3,A
465034,Female,Yes,83,Yes,Executive,1.0,High,3.0,Cat_6,A
463767,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,C
466934,Female,Yes,60,Yes,Artist,0.0,Low,1.0,Cat_6,B
464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
460805,Male,No,36,Yes,Healthcare,8.0,Low,4.0,Cat_2,A
465982,Male,Yes,41,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
464230,Male,No,33,No,Engineer,0.0,Low,4.0,Cat_1,D
467388,Male,No,35,,,0.0,Low,,Cat_6,D
459135,Male,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6,C
459204,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_6,B
465765,Male,Yes,52,No,Entertainment,0.0,Average,2.0,Cat_4,B
460892,Male,Yes,43,Yes,Engineer,,Average,4.0,Cat_7,A
461800,Female,No,36,Yes,Doctor,4.0,Low,1.0,Cat_2,B
459083,Male,Yes,58,Yes,Artist,8.0,Average,3.0,,C
463233,Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,B
467067,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,C
465595,Female,No,38,No,Engineer,0.0,Low,3.0,Cat_4,C
462711,Male,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6,C
464023,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_7,D
466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,D
464394,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,A
466606,Female,Yes,35,Yes,Engineer,0.0,Low,3.0,Cat_3,B
462059,Male,No,47,Yes,Artist,1.0,Low,1.0,Cat_6,C
460503,Male,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,B
460419,Female,Yes,41,No,Doctor,,Low,1.0,Cat_7,A
459484,Female,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
465195,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,B
464722,Male,Yes,35,Yes,Doctor,1.0,Low,,Cat_4,D
460782,Male,Yes,77,Yes,Artist,1.0,High,2.0,Cat_6,A
464645,Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,C
463275,Male,Yes,29,No,Entertainment,7.0,Average,2.0,Cat_3,D
462630,Male,No,32,No,Doctor,,Low,6.0,Cat_4,D
459240,Female,No,28,Yes,Artist,1.0,Low,1.0,Cat_6,A
463587,Female,No,27,No,Engineer,1.0,Low,4.0,Cat_6,D
466436,Male,Yes,42,No,Doctor,0.0,Average,3.0,Cat_6,B
464298,Male,No,26,No,Doctor,1.0,Low,1.0,Cat_6,A
463348,Female,Yes,40,Yes,Doctor,1.0,Low,2.0,Cat_6,A
467243,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
465277,Female,No,53,Yes,Engineer,,Low,1.0,Cat_6,B
466115,Male,Yes,37,No,Executive,1.0,Low,2.0,Cat_6,A
462219,Male,Yes,59,No,Executive,0.0,Low,5.0,Cat_4,B
463160,Female,No,48,No,Entertainment,,Low,1.0,Cat_6,B
464994,Male,Yes,56,Yes,Executive,8.0,High,5.0,Cat_6,C
466109,Male,Yes,51,Yes,Entertainment,1.0,Average,4.0,Cat_6,B
462031,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,C
459167,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_5,C
459473,Male,Yes,78,No,Lawyer,,High,2.0,Cat_6,A
466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6,A
459742,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,C
466585,Male,No,18,No,Marketing,1.0,Low,4.0,Cat_1,D
467367,Male,Yes,70,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
467779,Male,Yes,53,Yes,Doctor,2.0,Average,3.0,Cat_6,C
467225,Female,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
462370,Male,Yes,35,Yes,Executive,4.0,High,3.0,Cat_6,B
463848,Male,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_1,C
459429,Female,Yes,25,Yes,Healthcare,,Low,2.0,Cat_6,D
463250,Female,No,36,Yes,Doctor,0.0,Low,2.0,Cat_6,D
461343,Male,Yes,27,Yes,Artist,6.0,Average,2.0,Cat_6,B
460863,Male,Yes,66,Yes,Artist,0.0,Low,5.0,Cat_6,A
459966,Female,No,31,Yes,Doctor,1.0,Low,3.0,Cat_6,B
464573,Female,Yes,39,Yes,Artist,7.0,Average,3.0,Cat_6,B
462330,Female,No,30,No,Artist,1.0,Low,1.0,Cat_6,B
465438,Male,No,33,Yes,Doctor,9.0,Low,6.0,Cat_4,D
467512,Male,Yes,41,No,Artist,0.0,Average,2.0,Cat_6,B
463210,Male,Yes,84,,Lawyer,1.0,Low,1.0,Cat_6,A
459419,Male,Yes,67,Yes,Doctor,1.0,Average,2.0,Cat_6,B
459660,Female,No,22,No,Healthcare,2.0,Low,6.0,Cat_6,D
462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
466460,Male,Yes,85,No,Lawyer,1.0,Low,1.0,Cat_6,D
467406,Male,No,37,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
461354,Female,No,63,No,Entertainment,0.0,Low,1.0,Cat_2,B
459502,Female,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,C
459304,Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,B
462313,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_4,C
460291,Female,Yes,37,Yes,Artist,6.0,Low,2.0,Cat_6,B
460022,Female,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,A
466618,Male,Yes,49,Yes,Artist,3.0,Average,2.0,Cat_6,C
464546,Female,Yes,38,Yes,Engineer,8.0,Low,3.0,Cat_6,A
461512,Male,No,33,Yes,Doctor,,Low,4.0,Cat_6,D
462551,Male,Yes,53,Yes,Doctor,14.0,Average,2.0,Cat_6,B
463400,Female,No,20,No,Healthcare,8.0,Low,3.0,Cat_1,D
464617,Female,No,39,Yes,Artist,1.0,Low,1.0,Cat_6,A
465411,Female,Yes,38,Yes,Engineer,0.0,Low,1.0,Cat_5,D
462559,Female,Yes,47,Yes,Engineer,9.0,Average,4.0,Cat_2,C
465158,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
461157,Male,No,37,No,Healthcare,0.0,Low,5.0,Cat_3,A
465241,Male,No,23,No,Healthcare,3.0,Low,2.0,Cat_4,D
459239,Male,Yes,81,No,Entertainment,1.0,Low,1.0,Cat_6,A
462633,Female,,28,Yes,Doctor,,High,8.0,Cat_4,D
462001,Female,Yes,31,No,Entertainment,0.0,Average,,Cat_4,D
466959,Male,Yes,25,Yes,Artist,8.0,Low,4.0,Cat_6,D
466123,Male,Yes,70,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
461471,Female,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,C
466691,Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_2,D
459250,Male,Yes,50,Yes,Doctor,1.0,Average,4.0,Cat_6,C
464061,Male,Yes,30,Yes,Artist,12.0,Average,2.0,Cat_6,B
459565,Male,No,47,Yes,Entertainment,2.0,Low,,Cat_1,A
460768,Female,No,32,No,Engineer,9.0,Low,4.0,Cat_5,A
462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A
462967,Male,Yes,47,No,Entertainment,4.0,Average,3.0,Cat_6,B
460375,Male,No,40,Yes,Doctor,4.0,Low,2.0,Cat_6,C
462889,Male,Yes,33,No,Executive,,High,4.0,Cat_6,B
462012,Female,No,25,No,Healthcare,0.0,Low,8.0,Cat_7,B
459619,Female,Yes,56,Yes,Doctor,0.0,Low,2.0,Cat_6,D
460136,Male,No,27,Yes,Artist,10.0,Low,3.0,Cat_6,D
460511,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_3,D
467514,Male,No,43,Yes,Artist,,Low,4.0,Cat_6,D
460988,Male,Yes,41,Yes,Entertainment,0.0,Average,3.0,Cat_4,C
462355,Male,Yes,61,No,Entertainment,1.0,Low,,Cat_6,A
462520,Female,No,25,Yes,Artist,,Low,5.0,Cat_4,B
463164,Male,Yes,35,Yes,Artist,8.0,Average,2.0,Cat_6,C
460646,Male,Yes,57,Yes,Entertainment,,Low,,Cat_3,C
467020,Male,Yes,80,Yes,Lawyer,0.0,High,3.0,Cat_6,B
460548,Male,No,33,No,Entertainment,1.0,Low,5.0,Cat_3,D
460325,Female,No,63,Yes,Healthcare,3.0,Low,1.0,Cat_6,B
463815,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
466554,Male,No,26,No,Healthcare,0.0,Low,3.0,Cat_6,D
464145,Female,No,36,No,Engineer,14.0,Low,4.0,Cat_6,D
459287,Male,No,35,Yes,Lawyer,1.0,Low,1.0,Cat_4,D
460579,Female,Yes,38,No,Engineer,0.0,Average,5.0,Cat_3,A
461771,Male,Yes,27,Yes,Doctor,9.0,Average,2.0,Cat_6,A
464849,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_4,C
467402,Female,No,28,Yes,Artist,5.0,Low,4.0,Cat_6,D
462758,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D
466299,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,Cat_2,B
462308,Male,Yes,30,Yes,Healthcare,1.0,High,2.0,Cat_4,B
462609,Female,Yes,48,No,Doctor,4.0,Low,1.0,Cat_4,D
462595,Female,No,29,Yes,Artist,7.0,Low,7.0,Cat_4,D
467314,Male,Yes,43,No,Artist,0.0,Average,2.0,Cat_6,C
461981,Male,No,18,No,Healthcare,4.0,Low,3.0,Cat_3,D
465837,Male,No,62,Yes,,0.0,Low,1.0,Cat_6,A
467636,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_6,C
464319,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,A
459651,Male,Yes,87,Yes,Lawyer,,Low,1.0,Cat_6,B
466006,Female,Yes,49,Yes,Artist,1.0,Low,2.0,,C
462556,Male,Yes,57,Yes,Entertainment,0.0,Average,7.0,Cat_5,C
462575,Male,Yes,50,No,Executive,1.0,High,4.0,Cat_6,B
460543,Male,Yes,80,No,Lawyer,7.0,Low,,Cat_3,C
460518,Female,Yes,38,Yes,Engineer,9.0,Average,3.0,Cat_3,C
462870,Female,No,41,Yes,Artist,3.0,Low,3.0,Cat_6,D
466191,Male,Yes,48,Yes,Executive,0.0,High,3.0,Cat_2,C
467266,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,C
467077,Male,,61,Yes,Artist,1.0,Average,5.0,Cat_6,C
462432,Male,Yes,37,Yes,Executive,1.0,Average,2.0,Cat_6,B
460599,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_3,D
460852,Male,Yes,74,No,Executive,0.0,Low,,,D
462046,Female,No,30,Yes,Doctor,8.0,Low,,Cat_4,D
464000,Female,No,32,No,Healthcare,0.0,Low,5.0,Cat_7,C
461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,B
466319,Female,,29,No,Healthcare,1.0,Low,4.0,Cat_6,C
459336,Male,Yes,26,Yes,Artist,6.0,Average,2.0,Cat_6,A
465507,Male,Yes,43,Yes,Artist,8.0,Low,1.0,Cat_6,B
463314,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_3,A
464775,Female,Yes,35,,,8.0,Average,4.0,Cat_4,A
461567,Male,Yes,51,No,Entertainment,7.0,Average,3.0,Cat_6,C
462864,Female,No,30,Yes,Healthcare,12.0,Low,6.0,Cat_6,D
466163,Male,Yes,79,,Lawyer,1.0,Low,1.0,Cat_4,D
460946,Male,No,84,No,Artist,0.0,Low,1.0,Cat_6,D
466577,Male,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
467174,Male,Yes,41,No,Executive,0.0,High,3.0,,A
460833,Male,Yes,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
461276,Male,Yes,67,Yes,Marketing,1.0,Low,2.0,Cat_7,D
463502,Male,Yes,40,Yes,Executive,,High,4.0,Cat_6,A
462841,Male,No,19,No,Healthcare,8.0,Low,6.0,Cat_6,D
461769,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,B
464509,Male,Yes,53,Yes,Artist,0.0,High,4.0,Cat_6,C
463147,Male,No,31,No,Healthcare,,Low,4.0,Cat_6,B
466020,Male,Yes,83,No,Lawyer,0.0,Low,1.0,Cat_6,D
459508,Female,No,23,No,Healthcare,,Low,3.0,Cat_6,D
460655,Male,No,19,Yes,Marketing,,Low,4.0,Cat_6,D
460706,Female,No,27,No,Engineer,6.0,Low,6.0,Cat_4,D
460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
466392,Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,B
466539,Female,Yes,80,No,Lawyer,1.0,High,2.0,Cat_6,C
465991,Female,No,38,Yes,Healthcare,0.0,Low,5.0,Cat_6,D
459594,Female,Yes,42,Yes,Artist,5.0,Low,1.0,Cat_6,A
463814,Female,No,26,No,Healthcare,6.0,Low,3.0,Cat_5,D
461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
461920,Male,No,30,Yes,Entertainment,0.0,Low,,Cat_6,D
463027,Male,Yes,69,Yes,Executive,1.0,Average,4.0,Cat_6,B
465341,Male,No,29,Yes,Healthcare,,Low,6.0,Cat_2,D
462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,A
467825,Female,No,21,No,Marketing,1.0,Low,8.0,Cat_6,C
461247,Female,No,49,Yes,Artist,4.0,Low,1.0,Cat_6,A
463097,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_7,C
460134,Male,Yes,39,Yes,Entertainment,9.0,High,3.0,Cat_6,D
466204,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_6,C
459862,Male,Yes,70,No,Executive,,High,2.0,Cat_6,A
461614,Female,No,25,,Healthcare,1.0,Low,1.0,Cat_4,C
462706,Male,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_6,C
460818,Female,No,30,Yes,Healthcare,8.0,Low,,Cat_2,D
467171,Female,No,30,Yes,Doctor,1.0,Low,2.0,Cat_6,C
459940,Female,No,46,Yes,Engineer,1.0,Low,2.0,Cat_1,B
464169,Male,,89,No,Lawyer,1.0,High,2.0,Cat_6,D
463304,Female,No,41,Yes,Doctor,0.0,Low,1.0,Cat_4,A
464858,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4,D
462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,A
465135,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,B
460319,Female,Yes,40,No,Doctor,2.0,Average,2.0,Cat_7,D
464397,Female,Yes,40,Yes,Engineer,0.0,Average,2.0,Cat_6,C
466566,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,B
460819,Female,Yes,25,No,Marketing,0.0,High,5.0,Cat_4,D
467921,Female,No,43,Yes,Artist,1.0,Low,4.0,Cat_6,A
463930,Male,Yes,49,Yes,Artist,1.0,Average,2.0,Cat_6,C
467430,Male,Yes,48,Yes,Artist,4.0,Average,2.0,Cat_6,C
463936,Male,Yes,32,No,Entertainment,1.0,Average,2.0,Cat_6,B
462015,Male,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
460525,Male,Yes,30,Yes,Entertainment,1.0,Average,2.0,Cat_3,C
459071,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,C
460008,Male,No,25,No,Doctor,9.0,Low,4.0,Cat_6,A
466072,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_3,D
464666,Male,Yes,41,Yes,Entertainment,2.0,Average,3.0,Cat_4,D
467767,Female,No,23,No,Marketing,4.0,Low,4.0,Cat_6,D
459006,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
463059,Female,No,32,Yes,Homemaker,10.0,Low,1.0,Cat_6,D
467096,Male,Yes,53,Yes,Entertainment,4.0,Low,2.0,Cat_2,A
466961,Female,Yes,55,Yes,Artist,2.0,Average,2.0,Cat_6,C
458988,Female,No,29,No,Marketing,2.0,Low,3.0,Cat_6,D
459262,Female,No,31,No,Entertainment,9.0,Low,4.0,Cat_6,C
466143,Female,Yes,48,No,Engineer,0.0,Average,5.0,,C
465980,Female,No,31,Yes,Healthcare,1.0,Low,7.0,Cat_6,A
461331,Male,Yes,59,Yes,Executive,0.0,High,5.0,Cat_6,C
467053,Male,No,22,No,Healthcare,6.0,Low,4.0,Cat_6,D
466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
463318,Male,Yes,65,Yes,Lawyer,0.0,Low,2.0,Cat_1,A
459395,Male,Yes,42,No,Executive,8.0,Low,2.0,Cat_6,D
465549,Female,No,52,Yes,Healthcare,0.0,Low,1.0,Cat_3,D
461323,Female,Yes,41,Yes,Healthcare,6.0,Average,2.0,Cat_6,C
459746,Male,,56,Yes,Artist,1.0,Average,2.0,Cat_6,B
459391,Female,No,40,Yes,Engineer,1.0,Low,4.0,Cat_6,D
461055,Female,Yes,52,Yes,Engineer,,Average,3.0,Cat_3,B
464075,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,B
467887,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_1,B
466988,Female,No,72,Yes,Lawyer,0.0,Low,,Cat_6,B
459954,Male,Yes,27,Yes,Healthcare,8.0,Low,2.0,Cat_6,D
463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0,Cat_6,C
461309,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
459604,Female,No,21,No,Healthcare,0.0,Low,7.0,Cat_3,D
464739,Male,Yes,67,Yes,Artist,1.0,Low,1.0,Cat_4,B
467123,Female,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,B
465252,Female,No,20,No,Healthcare,8.0,Low,3.0,Cat_3,D
467810,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6,C
465922,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
464952,Female,Yes,70,No,Engineer,0.0,Average,2.0,Cat_4,B
459756,Female,Yes,56,No,Lawyer,1.0,High,4.0,Cat_4,B
465179,Female,Yes,61,Yes,Artist,1.0,High,2.0,Cat_6,C
467661,Female,Yes,45,Yes,Artist,,High,,Cat_6,B
462280,Male,No,32,Yes,Healthcare,0.0,Low,4.0,Cat_6,B
461178,Male,Yes,33,No,Entertainment,1.0,Low,3.0,Cat_3,D
467405,Female,No,37,Yes,Artist,1.0,Low,1.0,Cat_4,C
466202,Male,Yes,49,Yes,Artist,9.0,Average,2.0,Cat_6,C
467047,Female,No,37,No,Homemaker,9.0,Low,1.0,Cat_6,D
459829,Male,Yes,53,Yes,Artist,3.0,High,3.0,Cat_7,D
459761,Female,No,47,No,Engineer,,Low,,Cat_6,A
459393,Female,No,40,No,Healthcare,8.0,Low,3.0,Cat_3,D
459887,Male,Yes,46,No,Artist,3.0,Average,2.0,,C
459029,Male,Yes,70,No,Executive,,High,2.0,Cat_6,B
467097,Male,Yes,55,Yes,Artist,2.0,Low,1.0,Cat_6,B
461405,Male,No,39,Yes,Artist,1.0,Low,1.0,Cat_6,B
465593,Male,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3,A
467006,Female,No,73,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
467209,Female,No,35,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
462365,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,B
464349,Male,Yes,66,Yes,Artist,2.0,Low,1.0,Cat_6,C
459462,Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,B
463998,Female,No,27,No,Engineer,0.0,Low,3.0,Cat_6,B
465724,Male,No,35,Yes,Artist,9.0,Low,2.0,Cat_3,A
465880,Female,No,46,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
463137,Female,No,31,Yes,Homemaker,8.0,Low,1.0,Cat_6,D
461580,Female,No,38,Yes,Artist,7.0,Low,7.0,Cat_2,C
463138,Female,No,28,No,Homemaker,,Low,,Cat_3,D
467108,Female,No,66,Yes,Artist,0.0,Low,1.0,Cat_6,D
459814,Female,No,49,Yes,Artist,0.0,Low,3.0,Cat_2,B
459578,Male,Yes,35,Yes,Executive,2.0,Average,5.0,Cat_6,B
463993,Female,Yes,37,Yes,Artist,5.0,Average,2.0,Cat_6,B
463983,Female,Yes,36,No,Engineer,0.0,Average,2.0,Cat_4,A
462167,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,A
463114,Male,No,41,Yes,Artist,,Low,3.0,Cat_6,C
462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,A
459259,Male,Yes,74,Yes,Lawyer,,High,2.0,Cat_6,C
459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C
463302,Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B
461197,Male,No,28,No,Marketing,0.0,Low,1.0,Cat_3,D
461486,Male,Yes,59,No,Entertainment,8.0,Average,3.0,Cat_6,C
461193,Female,No,41,Yes,Marketing,1.0,Low,1.0,Cat_6,D
459455,Female,Yes,79,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
465747,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,C
461146,Male,Yes,56,Yes,Entertainment,0.0,Low,2.0,Cat_3,C
459684,Male,Yes,52,Yes,Entertainment,,Average,3.0,Cat_6,B
464387,Female,No,27,Yes,Artist,9.0,Low,5.0,Cat_6,B
461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,B
465476,Female,No,28,No,Healthcare,3.0,Low,2.0,Cat_6,A
